intensity_meV,P_g_n0_avg,P_g_n1_avg,P_g_n2_avg,P_g_n3_avg,P_e_n0_avg,P_e_n1_avg,P_e_n2_avg,P_e_n3_avg
0.16,0.9996500181877065,5.595964482929822e-10,1.071874698966768e-12,2.100141089793825e-15,0.0003403196918634749,9.585965428455167e-06,7.526204959993529e-08,3.322821218616439e-10
0.18,0.9997246199978294,5.525182322220789e-10,1.0511754855238328e-12,2.1381455937849316e-15,0.0002663778242740496,8.926669683127529e-06,7.461257877870301e-08,3.4206286527605824e-10
0.19,0.999753715919523,6.745122351914813e-10,1.0542110797663234e-12,2.1858504146093925e-15,0.0002374704266593187,8.73725035735402e-06,7.537582513737707e-08,3.5206604686049537e-10
0.195,0.9997663173597197,1.6137009417881738e-09,1.0645856032657338e-12,2.2269576123926706e-15,0.0002249257813656395,8.678762329433116e-06,7.612265151381493e-08,3.591656618224674e-10
0.2,0.9997781328940915,3.059901422951675e-08,1.0757413400496744e-12,2.276196659032221e-15,0.0002131089834203082,8.649937258658313e-06,7.721683569119791e-08,3.6830443436144135e-10
0.205,0.9997893314557632,1.0164678830813003e-09,1.0862664289703667e-12,2.3235143254100406e-15,0.00020196279616576445,8.626025158093948e-06,7.832786199774389e-08,3.7749383389618416e-10
0.21,0.9997996120791104,5.399054002239776e-10,1.1045428688635611e-12,2.386738544844097e-15,0.0001916726383271448,8.634548899851626e-06,7.980391741401173e-08,3.887326830009847e-10
0.22,0.9998180087760403,5.307914591221161e-10,1.1374198108636638e-12,2.5004049103094544e-15,0.0001732364046427818,8.671107470890083e-06,8.276920964881907e-08,4.107047910099894e-10
0.24,0.9998486071189858,4.932807917799608e-10,1.2372098876503666e-12,2.8268736445669586e-15,0.00014230861711767882,8.991400775702604e-06,9.189422844005946e-08,4.743717679122645e-10
